actor_count	actors	category	cover_url	id	is_playable	is_watched	rank	rating	regions	release_date	score	title	types	url	vote_count
8	[刘青云, 梁朝伟, 邵美琪, 王天林, 卢海鹏, 郑浩南, 林雪, 龙方]	犯罪	https://img3.doubanio.com/view/movie_poster_cover/mpst/public/p2159683290.jpg	1292450	False	False	149	[8.3, 45]	[香港]	1998-01-01	8.3	暗花	[犯罪, 悬疑]	https://movie.douban.com/subject/1292450/	47618
7	[周润发, 李修贤, 叶倩文, 曾江, 朱江, 成奎安, 黄光亮]	犯罪	https://img3.doubanio.com/view/movie_poster_cover/mpst/public/p2211804326.jpg	1296519	True	False	150	[8.3, 45]	[香港]	1989-07-06	8.3	喋血双雄	[动作, 犯罪, 剧情, 惊悚]	https://movie.douban.com/subject/1296519/	35380
8	[刘青云, 吴镇宇, 李若彤, 徐锦江, 张达明, 郑祖, 宋本中, 黄卓玲]	犯罪	https://img1.doubanio.com/view/movie_poster_cover/mpst/public/p1929459409.jpg	1307372	False	False	151	[8.3, 45]	[香港]	1997-03-14	8.3	一个字头的诞生	[动作, 喜剧, 犯罪]	https://movie.douban.com/subject/1307372/	30391
4	[詹姆斯·肯恩, 凯西·贝茨, 理查德·法恩斯沃斯, 弗朗西斯·斯特恩哈根 ]	犯罪	https://img3.doubanio.com/view/movie_poster_cover/mpst/public/p1217959104.jpg	1292850	False	False	152	[8.3, 45]	[美国]	1990-11-30	8.3	危情十日	[剧情, 犯罪, 惊悚]	https://movie.douban.com/subject/1292850/	28589
5	[杰克·尼科尔森, 费·唐纳薇, 约翰·休斯顿, 戴安·拉德, 罗曼·波兰斯基]	犯罪	https://img1.doubanio.com/view/movie_poster_cover/mpst/public/p2290719289.jpg	1293889	True	False	153	[8.3, 45]	[美国]	1974-06-20	8.3	唐人街	[犯罪, 剧情, 悬疑, 惊悚]	https://movie.douban.com/subject/1293889/	22901
4	[彼得·洛, 艾伦·维德曼, 因格·兰德特, 奥托·维尔尼克]	犯罪	https://img3.doubanio.com/view/movie_poster_cover/mpst/public/p935420710.jpg	1293381	True	False	154	[8.3, 45]	[德国]	1931-05-11	8.3	M就是凶手	[剧情, 犯罪, 惊悚]	https://movie.douban.com/subject/1293381/	16239
5	[北野武, 欧玛·艾普斯, 真木藏人, 加藤雅也, 寺岛进]	犯罪	https://img3.doubanio.com/view/movie_poster_cover/mpst/public/p1543377075.jpg	1294181	False	False	155	[8.3, 45]	[日本, 英国, 美国]	2000-09-09	8.3	大佬	[犯罪, 剧情, 惊悚]	https://movie.douban.com/subject/1294181/	15334
10	[彼得·乌斯蒂诺夫, 玛吉·史密斯, 科林·布莱克利, 黛安娜·里格, 丹尼斯·奎勒, 埃米莉·霍恩, 罗迪·麦克道尔, 詹姆斯·梅森, 尼古拉斯·克莱, 简·伯金]	犯罪	https://img3.doubanio.com/view/movie_poster_cover/mpst/public/p2173899581.jpg	1300266	True	False	156	[8.3, 45]	[英国]	1982-02-12	8.3	阳光下的罪恶	[犯罪, 悬疑, 惊悚]	https://movie.douban.com/subject/1300266/	12481
6	[比利·鲍伯·松顿, 弗兰西斯·麦克多蒙德, 迈克尔·巴达鲁科, 詹姆斯·甘多菲尼, 斯嘉丽·约翰逊, 理查德·詹金斯]	犯罪	https://img3.doubanio.com/view/movie_poster_cover/mpst/public/p626645426.jpg	1306032	True	False	157	[8.3, 45]	[英国, 美国]	2001-10-26	8.3	缺席的人	[犯罪, 剧情]	https://movie.douban.com/subject/1306032/	11120
4	[埃德瓦·贝耶, 安娜·穆格拉利斯, 伯利·兰内尔, 让·雷谢夫]	犯罪	https://img3.doubanio.com/view/movie_poster_cover/mpst/public/p2183162713.jpg	2367134	False	False	158	[8.3, 45]	[法国]	2008-03-26	8.3	黑道快餐店	[喜剧, 犯罪, 剧情]	https://movie.douban.com/subject/2367134/	10823
5	[约翰·库萨克, 黛安·韦斯特, 詹妮弗·提莉, 查兹·帕尔明特瑞, 玛丽·露易斯·帕克]	犯罪	https://img3.doubanio.com/view/movie_poster_cover/mpst/public/p946722193.jpg	1295452	True	False	159	[8.3, 45]	[美国]	1994-10-14	8.3	子弹横飞百老汇	[喜剧, 犯罪]	https://movie.douban.com/subject/1295452/	7903
10	[艾琳·布伦南, 杜鲁门·卡波特, 詹姆斯·可可, 彼得·法尔克, 亚历克·吉尼斯, 爱尔莎·兰切斯特, 大卫·尼文, 彼得·塞勒斯, 玛吉·史密斯, 詹姆斯·克伦威尔]	犯罪	https://img1.doubanio.com/view/movie_poster_cover/mpst/public/p809915309.jpg	1303545	False	False	160	[8.3, 45]	[美国]	1976-06-23	8.3	怪宴	[喜剧, 悬疑, 惊悚, 犯罪]	https://movie.douban.com/subject/1303545/	7682
6	[阿兰·德龙, 布尔维尔, 吉安·玛丽亚·沃隆特, 伊夫·蒙当, 保罗·克罗谢, 弗朗索瓦·佩里埃]	犯罪	https://img1.doubanio.com/view/movie_poster_cover/mpst/public/p1373306279.jpg	1401915	True	False	161	[8.3, 45]	[法国, 意大利]	1970-10-20	8.3	红圈	[犯罪, 剧情, 惊悚]	https://movie.douban.com/subject/1401915/	4467
1	[秀兰·邓波儿]	犯罪	https://img3.doubanio.com/view/movie_poster_cover/mpst/public/p2170114382.jpg	1302063	True	False	162	[8.3, 45]	[美国]	1935-02-22	8.3	小上校	[喜剧, 犯罪, 剧情, 家庭]	https://movie.douban.com/subject/1302063/	3731
6	[绪形拳, 小川真由美, 三国连太郎, 倍赏美津子, 清川虹子, 日向铃子]	犯罪	https://img1.doubanio.com/view/movie_poster_cover/mpst/public/p2204849479.jpg	1294940	False	False	163	[8.3, 45]	[日本]	1979-04-21	8.3	复仇在我	[犯罪, 剧情]	https://movie.douban.com/subject/1294940/	3163
5	[让娜·莫罗, 莫里斯·罗内, 乔吉斯·伯乔利, Yori Bertin, Jean Wall]	犯罪	https://img3.doubanio.com/view/movie_poster_cover/mpst/public/p2174125862.jpg	1394342	False	False	164	[8.3, 45]	[法国]	1958-01-29	8.3	通往绞刑架的电梯	[剧情, 犯罪, 惊悚, 黑色电影]	https://movie.douban.com/subject/1394342/	3156
4	[Giuseppe Cristiano, Mattia Di Pierro, Diego Abvatantuono, Dino Abbrescia]	犯罪	https://img3.doubanio.com/lpic/s1813483.jpg	1421570	True	False	165	[8.3, 45]	[意大利, 西班牙, 英国]	2005-09-01	8.3	有你我不怕	[犯罪, 剧情, 悬疑, 惊悚]	https://movie.douban.com/subject/1421570/	2998
4	[安妮·维亚泽姆斯基, Walter Green, François Lafarge, Philippe Asselin]	犯罪	https://img3.doubanio.com/view/movie_poster_cover/mpst/public/p2211497740.jpg	1401619	False	False	166	[8.3, 45]	[法国, 瑞典]	1966-05-25	8.3	驴子巴特萨	[犯罪, 剧情]	https://movie.douban.com/subject/1401619/	2718
3	[贾斯蒂恩·瓦戴尔, 杰森·弗莱明, 奥列佛·米尔本]	犯罪	https://img3.doubanio.com/view/movie_poster_cover/mpst/public/p1248817130.jpg	1416902	False	False	167	[8.3, 45]	[英国]	1998-03-08	8.3	德伯维尔家的苔丝	[剧情, 爱情, 犯罪]	https://movie.douban.com/subject/1416902/	2429
10	[三船敏郎, 森雅之, 香川京子, 三桥达也, 志村乔, 西村晃, 加藤武, 藤原釜足, 笠智众, 宫口精二]	犯罪	https://img3.doubanio.com/view/movie_poster_cover/mpst/public/p2205014870.jpg	1297589	True	False	168	[8.3, 45]	[日本]	1960-09-19	8.3	恶汉甜梦	[犯罪, 剧情, 惊悚]	https://movie.douban.com/subject/1297589/	1475
4	[利诺·文图拉, 保罗·默里斯, Raymond Pellegrin, Christine Fabréga]	犯罪	https://img1.doubanio.com/view/movie_poster_cover/mpst/public/p1354541308.jpg	1438068	False	False	169	[8.3, 45]	[法国]	1966-11-01	8.3	第二口气	[犯罪, 剧情]	https://movie.douban.com/subject/1438068/	701
3	[Vali Kerekes, 乔治·切豪尔米, Gyula Pauer]	犯罪	https://img1.doubanio.com/view/movie_poster_cover/mpst/public/p2357414357.jpg	1422055	False	False	170	[8.3, 45]	[匈牙利]	1988-10-20	8.3	诅咒	[犯罪, 剧情, 爱情]	https://movie.douban.com/subject/1422055/	654
10	[约瑟夫·科顿, 朗达·弗莱明, 温戴尔·柯瑞, 小艾伦·海尔, 迈克尔·佩特, John Larch, Dee J. Thompson, John Beradino, 弗吉尼亚克里斯汀, Paul Bryar]	犯罪	https://img3.doubanio.com/view/movie_poster_cover/mpst/public/p2314127315.jpg	3002616	False	False	171	[8.3, 45]	[美国]	1956-03-02	8.3	逍遥法外	[犯罪, 黑色电影, 剧情]	https://movie.douban.com/subject/3002616/	532
8	[郭涛, 刘桦, 连晋, 黄渤, 徐峥, 优恵, 罗兰 , 王迅]	犯罪	https://img3.doubanio.com/view/movie_poster_cover/mpst/public/p712241453.jpg	1862151	False	False	172	[8.2, 45]	[中国大陆, 香港]	2006-06-30	8.2	疯狂的石头	[喜剧, 犯罪]	https://movie.douban.com/subject/1862151/	293531
10	[汤姆·克鲁斯, 杰瑞米·雷纳, 西蒙·佩吉, 宝拉·巴顿, 乔什·哈洛威, 迈克尔·恩奎斯特, 亚尼·卡普, 蕾雅·赛杜, 弗拉基米尔·马什科夫, 文·瑞姆斯]	犯罪	https://img1.doubanio.com/view/movie_poster_cover/lpst/public/p1382432968.jpg	3068206	True	False	173	[8.2, 45]	[美国]	2012-01-28	8.2	碟中谍4	[动作, 犯罪, 惊悚, 冒险]	https://movie.douban.com/subject/3068206/	252741
24	[克里斯蒂安·贝尔, 迈克尔·凯恩, 连姆·尼森, 凯蒂·霍尔姆斯, 加里·奥德曼, 基里安·墨菲, 汤姆·威尔金森, 鲁特格尔·哈尔, 渡边谦, 小马克·布恩, 莱纳斯·罗彻, 摩根·弗里曼, 拉里·霍尔登, 杰拉德·墨菲, 柯林·麦克法兰, 莎拉·斯图尔特, 加斯·刘易斯, 理查德·布雷克, 拉德·舍博德兹加, 艾玛·洛克哈特, 克里斯蒂尼·亚当斯, 凯瑟琳·波特, 约翰·诺兰, 杰克·格里森]	犯罪	https://img3.doubanio.com/view/movie_poster_cover/mpst/public/p1563566300.jpg	1309069	True	False	174	[8.2, 45]	[美国, 英国]	2005-06-29	8.2	蝙蝠侠：侠影之谜	[剧情, 动作, 科幻, 犯罪, 惊悚]	https://movie.douban.com/subject/1309069/	131876
8	[连姆·尼森, 玛姬·格蕾斯, 法米克·詹森, 勒兰德·奥瑟, 强·格瑞斯, 大卫·沃肖夫斯基, 凯蒂·卡西迪, 山德·贝克利]	犯罪	https://img3.doubanio.com/view/movie_poster_cover/mpst/public/p1595764830.jpg	2124586	True	False	175	[8.2, 45]	[法国, 美国, 英国]	2008-02-27	8.2	飓风营救	[动作, 犯罪, 剧情, 惊悚]	https://movie.douban.com/subject/2124586/	125602
14	[杰克·吉伦哈尔, 里兹·阿迈德, 蕾妮·罗素, 迈克尔·帕帕约翰, 马科斯·罗德里格斯, 比尔·帕克斯顿, 杰姆斯黄, 肯特·绍克内克, 帕特·哈维, 莎伦泰, 里克·加西亚, 利亚·弗雷德金, 比尔·苏厄德, 约翰尼·科瓦内]	犯罪	https://img3.doubanio.com/view/movie_poster_cover/mpst/public/p2203693875.jpg	25750969	False	False	176	[8.2, 45]	[美国]	2014-09-05	8.2	夜行者	[犯罪, 惊悚]	https://movie.douban.com/subject/25750969/	103785
7	[马特·达蒙, 格温妮斯·帕特洛, 裘德·洛, 凯特·布兰切特, 菲利普·塞默·霍夫曼, 杰克·达文波特, 菲利普·贝克·霍尔]	犯罪	https://img3.doubanio.com/view/movie_poster_cover/mpst/public/p1915065575.jpg	1295045	True	False	177	[8.2, 40]	[美国]	1999-12-25	8.2	天才瑞普利	[犯罪, 剧情, 惊悚]	https://movie.douban.com/subject/1295045/	77155
5	[西蒙·佩吉, 大卫·休默, 娜塔莎· 麦克艾霍恩, 爱丽丝·伊芙, 乔·鲍里托]	犯罪	https://img3.doubanio.com/view/movie_poster_cover/mpst/public/p1517352664.jpg	1937257	False	False	178	[8.2, 40]	[英国, 加拿大]	2006-12-01	8.2	微不足道	[喜剧, 犯罪, 惊悚]	https://movie.douban.com/subject/1937257/	34039
5	[威廉·达福, 肖恩·派特里克·弗兰纳里, 诺曼·瑞杜斯, 大卫·德拉·洛可, 罗恩·杰里米]	犯罪	https://img3.doubanio.com/view/movie_poster_cover/mpst/public/p921876170.jpg	1469049	False	False	179	[8.2, 40]	[加拿大, 美国]	1999-08-04	8.2	处刑人	[动作, 犯罪, 剧情, 惊悚]	https://movie.douban.com/subject/1469049/	32493
5	[阿尔·帕西诺, 斯蒂文·鲍尔, 米歇尔·菲佛, 玛丽·伊丽莎白·马斯特兰托尼奥, 罗伯特·劳吉亚]	犯罪	https://img3.doubanio.com/view/movie_poster_cover/mpst/public/p725257976.jpg	1292065	True	False	180	[8.2, 45]	[美国]	1983-12-01	8.2	疤面煞星	[犯罪, 剧情, 惊悚]	https://movie.douban.com/subject/1292065/	30369
16	[艾伦·佩吉, 哈蕾·麦克法兰, 尼克·西塞, 罗密·罗斯蒙特, 凯瑟琳·基纳, 阿丽·格雷诺, 丝柯·泰勒-考普顿, 布莱德利·惠特福德, 詹姆斯·弗兰科, 特里斯坦·贾里德, 汉娜·莱, 迈克尔·奥吉弗, 卡莉·威斯特曼, Michelle Benes, 帕特里夏·普莱斯, Calvin Keet]	犯罪	https://img3.doubanio.com/view/movie_poster_cover/mpst/public/p1010310013.jpg	1872272	False	False	181	[8.2, 45]	[美国]	2007-01-19	8.2	美国田园下的罪恶	[犯罪, 剧情]	https://movie.douban.com/subject/1872272/	24983
6	[盖尔·加西亚·贝纳尔, 费莱·马丁内斯, 丹尼尔·希梅内斯·卡乔, 路易斯·奥马, Francisco Maestre, 弗郎西斯科·博伊拉]	犯罪	https://img3.doubanio.com/view/movie_poster_cover/mpst/public/p1910921856.jpg	1291878	True	False	182	[8.2, 45]	[西班牙]	2004-09-16	8.2	不良教育	[剧情, 犯罪, 悬疑, 惊悚, 同性]	https://movie.douban.com/subject/1291878/	22564
6	[沃伦·比蒂, 费·唐纳薇, 迈克尔·波拉德, 吉恩·哈克曼, 埃斯特尔·帕森斯, 吉恩·怀尔德]	犯罪	https://img3.doubanio.com/view/movie_poster_cover/mpst/public/p874655660.jpg	1294584	True	False	183	[8.2, 45]	[美国]	1967-08-13	8.2	雌雄大盗	[动作, 传记, 犯罪]	https://movie.douban.com/subject/1294584/	22498
6	[安德鲁·加菲尔德, 彼得·穆兰, 肖恩·埃文斯, 希欧布罕·芬内朗, Jeremy Swift, Skye Bennett]	犯罪	https://img3.doubanio.com/view/movie_poster_cover/mpst/public/p574349406.jpg	2251569	False	False	184	[8.2, 45]	[英国]	2007-09-08	8.2	男孩A	[犯罪, 剧情, 爱情]	https://movie.douban.com/subject/2251569/	20655
9	[阿贾耶·德乌干, 塔布, 施芮娅·萨兰, 拉贾特·卡普尔, 伊西塔·杜塔, 莫伦诺·贾达夫, 皮拉桑纳·凯特卡尔, 尤盖莎·索南, 帕拉斯莫什·帕拉布]	犯罪	https://img1.doubanio.com/view/movie_poster_cover/mpst/public/p2276962949.jpg	26419637	False	False	185	[8.2, 45]	[印度]	2015-07-31	8.2	误杀瞒天记	[剧情, 犯罪, 悬疑]	https://movie.douban.com/subject/26419637/	19376
5	[罗伯特·德尼罗, 莎朗·斯通, 乔·佩西, 詹姆斯·伍兹, 弗兰克·文森特]	犯罪	https://img1.doubanio.com/view/movie_poster_cover/mpst/public/p2165152819.jpg	1299799	True	False	186	[8.2, 45]	[美国, 法国]	1995-11-22	8.2	赌城风云	[传记, 犯罪, 剧情]	https://movie.douban.com/subject/1299799/	17897
3	[李小龙, 苗可秀, 罗礼士]	犯罪	https://img3.doubanio.com/view/movie_poster_cover/mpst/public/p2191163236.jpg	1306870	True	False	187	[8.2, 45]	[香港]	1972-12-30	8.2	猛龙过江	[动作, 喜剧, 犯罪, 剧情, 惊悚]	https://movie.douban.com/subject/1306870/	17381
6	[高仓健, 原田芳雄, 西村晃, 中野良子, 田中邦卫, 倍赏美津子]	犯罪	https://img1.doubanio.com/view/movie_poster_cover/mpst/public/p2198650728.jpg	1291863	True	False	188	[8.2, 40]	[日本]	1976-02-11	8.2	追捕	[动作, 犯罪, 剧情, 爱情, 惊悚]	https://movie.douban.com/subject/1291863/	15452
5	[詹妮弗·提莉, 吉娜·格申, 乔·潘托里亚诺, 约翰·P.瑞安, 克里斯托弗·米洛尼]	犯罪	https://img1.doubanio.com/view/movie_poster_cover/mpst/public/p794569169.jpg	1292449	True	False	189	[8.2, 40]	[美国]	1996-10-04	8.2	惊世狂花	[剧情, 犯罪, 惊悚, 同性]	https://movie.douban.com/subject/1292449/	15363
14	[井元由香, 小林桂, 冈田浩晖, 石田太郎, 富田耕生, 若本规夫, 泷口顺平, 古川登志夫, 千叶繁, 小山茉美, 隆大介, 永井豪, 本多俊之, 青野武]	犯罪	https://img3.doubanio.com/view/movie_poster_cover/mpst/public/p1910832560.jpg	1291569	True	False	190	[8.2, 45]	[日本]	2001-05-26	8.2	大都会	[冒险, 动画, 科幻, 动作, 犯罪, 剧情, 爱情, 惊悚]	https://movie.douban.com/subject/1291569/	13313
3	[文森特·卡索, 哈勃·孔黛, 萨伊德·塔格马奥]	犯罪	https://img1.doubanio.com/view/movie_poster_cover/mpst/public/p2211482819.jpg	1306449	True	False	191	[8.2, 40]	[法国]	1995-05-31	8.2	怒火青春	[犯罪, 剧情]	https://movie.douban.com/subject/1306449/	9519
3	[让-保罗·贝尔蒙多, 安娜·卡里娜, 贾泽拉·加瓦尼]	犯罪	https://img3.doubanio.com/view/movie_poster_cover/mpst/public/p2202613384.jpg	1292533	True	False	192	[8.2, 45]	[法国, 意大利]	1965-08-29	8.2	狂人皮埃罗	[喜剧, 犯罪, 剧情, 歌舞, 爱情]	https://movie.douban.com/subject/1292533/	7331
4	[布鲁斯·格林伍德, 尼尔·帕特里克·哈里斯, 詹森·阿克斯, 约翰·迪·玛吉欧]	犯罪	https://img1.doubanio.com/view/movie_poster_cover/mpst/public/p2164031149.jpg	4820775	False	False	193	[8.2, 40]	[美国]	2010-07-27	8.2	蝙蝠侠：红影迷踪	[动作, 动画, 犯罪, 惊悚]	https://movie.douban.com/subject/4820775/	6290
7	[北野武, 国舞亚矢, 渡边哲, 胜村政信, 寺岛进, 大杉涟, 矢岛健一]	犯罪	https://img3.doubanio.com/view/movie_poster_cover/mpst/public/p1899389314.jpg	1298351	True	False	194	[8.2, 45]	[日本]	1993-09-10	8.2	奏鸣曲	[喜剧, 动作, 犯罪]	https://movie.douban.com/subject/1298351/	6091
4	[汤姆·威兹, 约翰·劳瑞, 罗伯托·贝尼尼, 尼可莱塔·布拉斯基]	犯罪	https://img1.doubanio.com/view/movie_poster_cover/mpst/public/p2211598109.jpg	1301798	True	False	195	[8.2, 45]	[美国, 西德]	1986-10-30	8.2	不法之徒	[喜剧, 犯罪, 剧情]	https://movie.douban.com/subject/1301798/	6080
2	[奥莎娜·阿金什那, Artyom Bogucharsky]	犯罪	https://img3.doubanio.com/view/movie_poster_cover/mpst/public/p668928865.jpg	1298973	False	False	196	[8.2, 45]	[瑞典, 丹麦]	2004-08-15	8.2	永远的莉莉亚	[犯罪, 剧情]	https://movie.douban.com/subject/1298973/	5770
11	[史蒂夫·马丁, 迈克尔·凯恩, 格伦妮·海德利, 安东·罗杰斯, 芭芭拉·哈里斯, 伊恩·麦克迪阿梅德, 丹娜·爱薇, 米根·费伊, 弗兰西丝·康罗伊, 尼科尔·卡尔方, 鲁珀特·霍利迪-埃文斯]	犯罪	https://img3.doubanio.com/view/movie_poster_cover/mpst/public/p1096752980.jpg	1292649	False	False	197	[8.2, 45]	[美国]	1988-12-14	8.2	骗徒臭事多	[喜剧, 犯罪]	https://movie.douban.com/subject/1292649/	4594
5	[永濑正敏, 工藤夕贵, 茱迪·马克尔, 尼可莱塔·布拉斯基, 史蒂夫·布西密]	犯罪	https://img3.doubanio.com/view/movie_poster_cover/mpst/public/p2192537265.jpg	1296534	True	False	198	[8.2, 40]	[日本, 美国]	1989-09-06	8.2	神秘列车	[喜剧, 犯罪, 剧情]	https://movie.douban.com/subject/1296534/	4491
5	[千叶繁, 古川登志夫, 林原惠美, 西村知道, 榊原良子]	犯罪	https://img3.doubanio.com/view/movie_poster_cover/mpst/public/p1137689394.jpg	1467778	False	False	199	[8.2, 45]	[日本]	1989-07-15	8.2	机动警察剧场版1	[剧情, 动作, 科幻, 动画, 犯罪]	https://movie.douban.com/subject/1467778/	3699
5	[罗伯特·德尼罗, 杰瑞·刘易斯, 戴安娜·阿伯特, 桑德拉·伯恩哈德, 莎莉·哈克]	犯罪	https://img1.doubanio.com/view/movie_poster_cover/mpst/public/p1498074468.jpg	1292772	False	False	200	[8.2, 40]	[美国]	1982-12-19	8.2	喜剧之王	[喜剧, 剧情, 犯罪]	https://movie.douban.com/subject/1292772/	3696
8	[大卫·苏切特, 休·弗拉瑟, 菲利普·杰克森, 保琳·莫兰, 拉塞尔·托维, 路易斯·德拉米尔, 迈克尔·希格斯, 塔姆金·莫莉森]	犯罪	https://img1.doubanio.com/view/movie_poster_cover/mpst/public/p2220608777.jpg	1763939	False	False	201	[8.2, 45]	[英国]	2001-04-20	8.2	阳光下的罪恶	[剧情, 犯罪, 悬疑]	https://movie.douban.com/subject/1763939/	3380
5	[三船敏郎, 志村乔, 淡路惠子, 三好荣子, 千石规子]	犯罪	https://img3.doubanio.com/view/movie_poster_cover/mpst/public/p2169179574.jpg	1293107	True	False	202	[8.2, 40]	[日本]	1949-10-17	8.2	野良犬	[犯罪, 剧情, 惊悚]	https://movie.douban.com/subject/1293107/	3362
3	[罗伯托·贝尼尼, 米歇尔·布朗, 尼可莱塔·布拉斯基]	犯罪	https://img3.doubanio.com/view/movie_poster_cover/mpst/public/p2430181615.jpg	1298710	False	False	203	[8.2, 45]	[意大利, 法国]	1994-10-22	8.2	猎艳狂魔	[喜剧, 悬疑, 犯罪]	https://movie.douban.com/subject/1298710/	2161
5	[约翰·霍华德·戴维斯, 罗伯特·牛顿, 亚历克·吉尼斯, 凯·沃尔什, 拉尔夫·杜鲁门]	犯罪	https://img1.doubanio.com/view/movie_poster_cover/mpst/public/p2158734047.jpg	1299785	True	False	204	[8.2, 40]	[英国]	1948-06-28	8.2	雾都孤儿	[冒险, 犯罪, 剧情]	https://movie.douban.com/subject/1299785/	1901
5	[米利亚姆·霍普金斯, 凯·弗朗西斯, 赫伯特·马歇尔, 查尔斯·拉格尔斯, 爱德华·艾沃瑞特·霍顿]	犯罪	https://img3.doubanio.com/view/movie_poster_cover/mpst/public/p2175993203.jpg	1294746	True	False	205	[8.2, 45]	[美国]	1932-10-21	8.2	天堂里的烦恼	[喜剧, 犯罪, 爱情]	https://movie.douban.com/subject/1294746/	1721
3	[让·雷谢夫, Johnny Hallyday, Jean-François Stévenin]	犯罪	https://img3.doubanio.com/view/movie_poster_cover/mpst/public/p1709034262.jpg	1298350	False	False	206	[8.2, 40]	[法国, 英国, 德国, 日本]	2002-10-02	8.2	火车上的男人	[犯罪, 剧情, 惊悚]	https://movie.douban.com/subject/1298350/	1525
11	[乌尔里奇·汤姆森, 麦斯·米科尔森, 尼可拉斯·布若, 帕普丽卡·斯汀, 尼古拉·雷·卡斯, 托马斯·维尔姆·詹森, Ali Kazim, Ole Thestrup, Gyrd Løfquist, 拉斯·兰特, Peter Reichhardt]	犯罪	https://img1.doubanio.com/view/movie_poster_cover/mpst/public/p1291844347.jpg	1478398	False	False	207	[8.2, 45]	[丹麦, 德国]	2005-04-15	8.2	亚当的苹果	[喜剧, 犯罪, 剧情]	https://movie.douban.com/subject/1478398/	1488
4	[保罗·穆尼, 乔治·拉夫特, 卡伦·莫利, 安·德拉克]	犯罪	https://img3.doubanio.com/view/movie_poster_cover/mpst/public/p2196201162.jpg	1299608	False	False	208	[8.2, 40]	[美国]	1932-04-09	8.2	疤面人	[剧情, 动作, 犯罪]	https://movie.douban.com/subject/1299608/	1235
3	[露易丝·布鲁克斯, 弗里茨·科特讷, Francis Lederer]	犯罪	https://img3.doubanio.com/view/movie_poster_cover/mpst/public/p2211485042.jpg	1401368	False	False	209	[8.2, 45]	[德国]	1929-01-30	8.2	潘多拉的魔盒	[犯罪, 剧情, 爱情]	https://movie.douban.com/subject/1401368/	1153
4	[伊夫·蒙当, 艾琳·帕帕斯, 让-路易·特兰蒂尼昂, 雅克·贝汉]	犯罪	https://img3.doubanio.com/view/movie_poster_cover/mpst/public/p495600384.jpg	1299026	False	False	210	[8.2, 45]	[阿尔及利亚, 法国]	1969-02-26	8.2	焦点新闻	[剧情, 历史, 犯罪]	https://movie.douban.com/subject/1299026/	1151
15	[阿尔·帕西诺, 杰克·瓦尔登, 约翰·福赛思, 李·斯特拉斯伯格, 杰弗里·塔伯, 克里斯汀·拉蒂, 山姆莱文, 罗伯特克里斯蒂安, 托马斯沃特斯, 拉里·布里格曼, 格雷格·T·尼尔森, 多米尼克·查尼斯, 维克多·阿诺德, 文森特贝克, Michael Gorrin]	犯罪	https://img3.doubanio.com/view/movie_poster_cover/mpst/public/p2155091605.jpg	1292996	True	False	211	[8.2, 45]	[美国]	1980-10-09	8.2	伸张正义	[剧情, 惊悚, 犯罪]	https://movie.douban.com/subject/1292996/	1129
5	[大卫·苏切特, 迈克尔·法斯宾德, 朱利安·欧文登, 莫妮卡·杜兰, 罗伯特·巴瑟斯特]	犯罪	https://img1.doubanio.com/view/movie_poster_cover/mpst/public/p2219837307.jpg	1768214	False	False	212	[8.2, 45]	[英国]	2005-12-11	8.2	葬礼之后	[剧情, 犯罪, 悬疑]	https://movie.douban.com/subject/1768214/	1124
1	[大卫·苏切特]	犯罪	https://img3.doubanio.com/view/movie_poster_cover/mpst/public/p2176430790.jpg	1421742	False	False	213	[8.2, 45]	[英国]	1990-01-07	8.2	悬崖山庄奇案	[剧情, 悬疑, 犯罪]	https://movie.douban.com/subject/1421742/	975
5	[大卫·苏切特, 佐伊·沃纳梅克, 西恩·帕特维, 西妮德·库萨克, 斯蒂芬妮·列尼达斯]	犯罪	https://img3.doubanio.com/view/movie_poster_cover/mpst/public/p2170778934.jpg	10455077	False	False	214	[8.2, 40]	[英国]	2013-10-30	8.2	古宅迷踪	[剧情, 犯罪, 悬疑]	https://movie.douban.com/subject/10455077/	914
5	[大卫·苏切特, 休·弗拉瑟, Ben Pullen, Sophie Linfield, Jacinta Mulcahy]	犯罪	https://img3.doubanio.com/view/movie_poster_cover/mpst/public/p2176431003.jpg	1306987	False	False	215	[8.2, 45]	[UK]	1996-02-11	8.2	高尔夫球场的疑云	[剧情, 悬疑, 惊悚, 犯罪]	https://movie.douban.com/subject/1306987/	758
4	[露西娅·波塞, 阿尔维托·克洛萨斯, Bruna Corrà, Carlos Casaravilla]	犯罪	https://img3.doubanio.com/view/movie_poster_cover/mpst/public/p2211476993.jpg	1475649	False	False	216	[8.2, 40]	[西班牙, 意大利]	1955-08-27	8.2	骑车人之死	[剧情, 爱情, 犯罪]	https://movie.douban.com/subject/1475649/	725
2	[大卫·苏切特, 菲利普·杰克森]	犯罪	https://img1.doubanio.com/view/movie_poster_cover/mpst/public/p2176432369.jpg	1506770	False	False	217	[8.2, 40]	[英国]	1992-01-19	8.2	牙医谋杀案	[悬疑, 犯罪]	https://movie.douban.com/subject/1506770/	710
5	[维托里奥·加斯曼, 雷纳托·萨尔瓦托雷, Memmo Carotenuto, 帕斯托雷·罗里, 马塞洛·马斯楚安尼]	犯罪	https://img3.doubanio.com/view/movie_poster_cover/mpst/public/p2211633360.jpg	1303089	False	False	218	[8.2, 45]	[意大利]	1958-06-30	8.2	圣母街上的大人物	[喜剧, 犯罪]	https://movie.douban.com/subject/1303089/	623
